file,page,text,font_size,is_bold,x0,y0,color,is_italic,casing,text_length,is_underline,font_family,stopword_ratio
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,privacy policies to comply with the Department of Veterans Affairs (VA) Directive 6502.,12.0,False,72.0,160.5474395751953,#000000,False,mixed,87,True,TimesNewRomanPSMT,0.3076923076923077
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,2.  SUMMARY OF CONTENTS/MAJOR CHANGES.  This VHA Directive sets forth:,12.0,True,72.0,188.14747619628906,#000000,False,mixed,70,True,TimesNewRomanPS-BoldMT,0.18181818181818182
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,a.  Policy for the VHA Privacy Program. This policy requires VA-wide compliance with all,12.0,False,90.0,215.74732971191406,#000000,False,mixed,88,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,"applicable privacy laws, regulations, Executive Orders and implementation policies, guidance,",12.0,False,72.0,229.54725646972656,#000000,False,mixed,93,True,TimesNewRomanPSMT,0.1
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,"directives, and handbooks.",12.0,False,72.0,243.34718322753906,#000000,False,mixed,26,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,"b.  Provision of the Freedom of Information Act, Privacy Act, Title 38 United States Code",12.0,False,90.0,270.9470520019531,#000000,False,mixed,89,True,TimesNewRomanPSMT,0.2
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,"(U.S.C.) (U.S.C. Sections 5701, 5705, 7332), and Standard of Privacy of Individually-",12.0,False,72.0,284.7469787597656,#000000,False,mixed,85,True,TimesNewRomanPSMT,0.3125
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,"Identifiable Health Information, 45 Code of Federal Regulations (CFR) Parts 160 and 164, hence",12.0,False,72.0,298.54693603515625,#000000,False,mixed,94,True,TimesNewRomanPSMT,0.14285714285714285
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,Health Insurance Portability and Accountability Act (HIPAA) Privacy Rule.,12.0,False,72.0,312.3468322753906,#000000,False,mixed,73,True,TimesNewRomanPSMT,0.1111111111111111
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,c.  Responsibilities for implementing and managing the VHA-wide Privacy Program; and,12.0,False,90.0,339.94671630859375,#000000,False,mixed,84,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,d.  References related to the VHA Privacy Program.,12.0,False,90.0,367.5465393066406,#000000,False,mixed,50,True,TimesNewRomanPSMT,0.375
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,3.  RELATED HANDBOOKS.  VHA Handbook 1605.1 and VHA Handbook 1605.2.,12.0,True,72.0,395.0865478515625,#000000,False,mixed,68,True,TimesNewRomanPS-BoldMT,0.08333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,4.  RESPONSIBLE OFFICE.  The VHA Office of Health Data and Informatics (19F) is,12.0,True,72.0,422.68658447265625,#000000,False,mixed,79,True,TimesNewRomanPS-BoldMT,0.3076923076923077
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,responsible for the contents of this Directive.  Questions may be referred to the VHA Privacy,12.0,False,72.0,436.4864807128906,#000000,False,mixed,93,True,TimesNewRomanPSMT,0.4666666666666667
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,Officer at 727-320-1839.,12.0,False,72.0,450.28643798828125,#000000,False,sentence,24,True,TimesNewRomanPSMT,0.2
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,5.  RESCISSIONS.  None.,12.0,True,72.0,477.886474609375,#000000,False,mixed,23,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,6.  RECERTIFICATION.  This VHA Directive is scheduled for recertification on or before the,12.0,True,72.0,505.4863586425781,#000000,False,mixed,90,True,TimesNewRomanPS-BoldMT,0.5384615384615384
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,last day of March 2010.,12.0,False,72.00018310546875,519.2862548828125,#000000,False,mixed,23,True,TimesNewRomanPSMT,0.2
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,"S/ Jonathan Perlin, MD, PhD, MSHA, FACP",12.0,False,283.5001525878906,574.4859008789062,#000000,False,mixed,39,True,TimesNewRomanPSMT,0.14285714285714285
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,Acting Under Secretary for Health,12.0,False,283.5001525878906,588.2858276367188,#000000,False,mixed,33,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,DISTRIBUTION: CO:,12.0,False,72.00018310546875,615.8856811523438,#000000,False,all_caps,17,True,TimesNewRomanPSMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,E-mailed 3/22/2005,12.0,False,217.00685119628906,615.8856811523438,#000000,False,sentence,18,True,TimesNewRomanPSMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,FLD:,12.0,False,167.4000701904297,629.6856079101562,#000000,False,all_caps,4,True,TimesNewRomanPSMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,"VISN, MA, DO, OC, OCRO, and 200 – E-mailed 3/22/2005",12.0,False,216.8997802734375,629.6856079101562,#000000,False,mixed,52,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,0,T-1,12.0,True,522.0,742.6679077148438,#000000,False,sentence,3,True,TimesNewRomanPS-BoldMT,0.5
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"March 17, 2005",12.0,True,72.0,36.46803283691406,#000000,False,sentence,14,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,VHA DIRECTIVE 1605,12.0,True,415.32757568359375,36.46803283691406,#000000,False,mixed,18,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,1,12.0,True,534.0,742.6679077148438,#000000,False,mixed,1,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,VHA PRIVACY PROGRAM,12.0,True,228.11993408203125,77.86781311035156,#000000,False,all_caps,19,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,1.  PURPOSE: This VHA Directive provides policy and responsibilities for the VHA Privacy,12.0,True,72.0,105.34773254394531,#000000,False,mixed,88,True,TimesNewRomanPS-BoldMT,0.3076923076923077
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,Program; and covers the responsibilities and requirements for compliance with all Federal,12.0,False,72.0,119.14759826660156,#000000,False,mixed,89,True,TimesNewRomanPSMT,0.5
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,confidentiality laws and regulations.,12.0,False,72.0001220703125,132.9474639892578,#000000,False,mixed,37,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,2.  BACKGROUND: The VHA Privacy Program applies to:,12.0,True,72.0,160.5474395751953,#000000,False,mixed,51,True,TimesNewRomanPS-BoldMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,a.  Personal data that identifies an individual (herein referred to as “individually-identifiable,12.0,False,89.99543762207031,188.1472930908203,#000000,False,mixed,97,True,TimesNewRomanPSMT,0.38461538461538464
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"information”) that is collected, created, transmitted, used, processed, stored, or disposed of by or",12.0,False,72.00009155273438,201.94715881347656,#000000,False,mixed,100,True,TimesNewRomanPSMT,0.42857142857142855
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,for VHA; and,12.0,False,72.00010681152344,215.7470245361328,#000000,False,mixed,12,True,TimesNewRomanPSMT,0.6666666666666666
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"b.  VHA components pertaining to all individually-identifiable information, which is",12.0,False,90.00018310546875,243.3470001220703,#000000,False,mixed,84,True,TimesNewRomanPSMT,0.36363636363636365
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"maintained in any medium, including hard copy, microfilm, and electronic format and by",12.0,False,72.00021362304688,257.1468811035156,#000000,False,mixed,86,True,TimesNewRomanPSMT,0.38461538461538464
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"information systems administrated by, or otherwise under the authority or control of, the",12.0,False,72.00021362304688,270.9467468261719,#000000,False,mixed,89,True,TimesNewRomanPSMT,0.5384615384615384
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,Department of Veterans Affairs (VA).,12.0,False,72.00021362304688,284.7466125488281,#000000,False,mixed,36,True,TimesNewRomanPSMT,0.2
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,3.  POLICY:  It is VHA policy that a VHA-wide Privacy Program be implemented through the,12.0,True,72.00018310546875,312.3466491699219,#000000,False,mixed,88,True,TimesNewRomanPS-BoldMT,0.4375
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,VHA Privacy Office in the Office of Health Data and Informatics.,12.0,False,72.00018310546875,326.1465148925781,#000000,False,mixed,64,True,TimesNewRomanPSMT,0.36363636363636365
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,4.  RESPONSIBILITIES,12.0,True,72.00018310546875,353.8665466308594,#000000,False,mixed,20,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,a.  VHA Chief Health Informatics Officer (CHIO). The VHA CHIO is responsible for:,12.0,True,90.00018310546875,381.3464660644531,#000000,False,mixed,81,True,TimesNewRomanPSMT,0.3076923076923077
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,(1)  Ensuring that Department-wide privacy policies and procedures are implemented,12.0,False,89.99990844726562,408.88800048828125,#000000,False,mixed,82,True,TimesNewRomanPSMT,0.2727272727272727
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,through the VHA Privacy Program; and,12.0,False,72.00027465820312,422.6878662109375,#000000,False,mixed,36,True,TimesNewRomanPSMT,0.5
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,(2)  Seeking technical guidance and requirements for the protection of all privacy–protected,12.0,False,90.00261688232422,450.28778076171875,#000000,False,mixed,92,True,TimesNewRomanPSMT,0.38461538461538464
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,data from the VA Privacy Service for the development and approval of cyber security,12.0,False,71.9998550415039,464.087646484375,#000000,False,mixed,83,True,TimesNewRomanPSMT,0.42857142857142855
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"acquisitions, budgeting, and funding.",12.0,False,71.99993896484375,477.88751220703125,#000000,False,mixed,37,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,b.  VHA Privacy Officer.  The VHA Privacy Officer is responsible for:,12.0,True,90.00009155273438,505.4874572753906,#000000,False,mixed,69,True,TimesNewRomanPSMT,0.2727272727272727
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,(1)  Performing all privacy duties and responsibilities as designated by the VA Privacy,12.0,False,89.99989318847656,533.0877685546875,#000000,False,mixed,87,True,TimesNewRomanPSMT,0.38461538461538464
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,Service and VHA CHIO;,12.0,False,71.99990844726562,546.8876342773438,#000000,False,mixed,21,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,(2)  Developing and implementing a VHA Privacy Program;,12.0,False,89.99401092529297,574.487548828125,#000000,False,mixed,55,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"(3)  Developing, issuing, reviewing, and coordinating privacy policy for VHA in conjunction",12.0,False,89.99761962890625,602.08740234375,#000000,False,mixed,91,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,with policy efforts by VA;,12.0,False,72.00003051757812,615.8872680664062,#000000,False,mixed,26,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"(4)  Coordinating requirements and monitoring compliance with all Federal privacy law,",12.0,False,85.49989318847656,643.4871826171875,#000000,False,mixed,86,True,TimesNewRomanPSMT,0.2727272727272727
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,"regulations, and guidance with VHA;",12.0,False,71.99989318847656,657.2870483398438,#000000,False,mixed,35,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,(5)  Issuing direction to facility-level Privacy Officers regarding all aspects of implementing,12.0,False,85.5000228881836,684.886962890625,#000000,False,mixed,95,True,TimesNewRomanPSMT,0.23076923076923078
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,1,the VHA Privacy Program;,12.0,False,71.9998779296875,698.6868286132812,#000000,False,mixed,24,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,VHA DIRECTIVE 1605,12.0,True,72.0,36.46803283691406,#000000,False,mixed,18,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"March 17, 2005",12.0,True,460.329833984375,36.46803283691406,#000000,False,sentence,14,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,2,12.0,True,72.0,742.66796875,#000000,False,mixed,1,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(6)  Establishing requirements for the responsibilities of facility-level Privacy Officers and,12.0,False,85.5,77.74806213378906,#000000,False,mixed,94,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"providing implementation guidance, as needed;",12.0,False,71.99998474121094,91.54792785644531,#000000,False,mixed,45,True,TimesNewRomanPSMT,0.2
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(7)  Providing VHA-specific privacy training tools and periodically monitoring compliance,12.0,False,85.5,119.14784240722656,#000000,False,mixed,89,True,TimesNewRomanPSMT,0.09090909090909091
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,with the annual training requirement;,12.0,False,71.9998779296875,132.9477081298828,#000000,False,mixed,37,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"(8)  Examining new or pending legislation, in conjunction with the Office of General",12.0,False,85.49981689453125,160.54762268066406,#000000,False,mixed,84,True,TimesNewRomanPSMT,0.38461538461538464
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"Counsel, to determine the actual or potential impact of such legislation on privacy policy and/or",12.0,False,71.99981689453125,174.3474884033203,#000000,False,sentence,97,True,TimesNewRomanPSMT,0.5
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,practice at VHA;,12.0,False,71.99957275390625,188.14735412597656,#000000,False,mixed,16,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"(9)  Establishing VHA policy on the reporting, tracking, resolution, and auditing of VHA",12.0,False,85.49483489990234,215.74732971191406,#000000,False,mixed,88,True,TimesNewRomanPSMT,0.3076923076923077
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,privacy violations and complaints;,12.0,False,71.99961853027344,229.5471954345703,#000000,False,mixed,34,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(10)  Ensuring VHA resolves all privacy breaches in a timely fashion and in accordance with,12.0,False,85.4996337890625,257.1471252441406,#000000,False,mixed,91,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,applicable law;,12.0,False,71.9996337890625,270.9469909667969,#000000,False,mixed,15,True,TimesNewRomanPSMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(11)  Reporting all actual or suspected breaches of privacy of individually-identifiable,12.0,False,85.4996337890625,298.5469055175781,#000000,False,mixed,88,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,information observed or received at the national level to the tracking service designated by the,12.0,False,71.9996337890625,312.3467712402344,#000000,False,mixed,96,True,TimesNewRomanPSMT,0.4666666666666667
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,VA Privacy Service;,12.0,False,71.9996337890625,326.1466369628906,#000000,False,mixed,19,True,TimesNewRomanPSMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(12)  Coordinating investigation of and response to privacy complaints received from the,12.0,False,85.50444030761719,353.7466125488281,#000000,False,mixed,88,True,TimesNewRomanPSMT,0.4166666666666667
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"Department of Health and Human Services, Office of Civil Rights;",12.0,False,71.9996337890625,367.5464782714844,#000000,False,mixed,64,True,TimesNewRomanPSMT,0.3
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(13)  Maintaining a Notice of Privacy Practices; and,12.0,False,85.4996337890625,395.0865173339844,#000000,False,mixed,52,True,TimesNewRomanPSMT,0.375
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"(14)  Providing expert guidance to the field in regard to the Privacy Act, Title 38 United",12.0,False,85.50455474853516,422.6863708496094,#000000,False,mixed,90,True,TimesNewRomanPSMT,0.3125
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"States Code (U.S.C.) Sections 5701 and 7332, Health Insurance Portability and Accountability",12.0,False,71.99964904785156,436.4862365722656,#000000,False,mixed,92,True,TimesNewRomanPSMT,0.21428571428571427
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"Act (HIPAA) Privacy Rule, and other applicable Federal privacy laws.",12.0,False,71.99966430664062,450.2861022949219,#000000,False,mixed,68,True,TimesNewRomanPSMT,0.2
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,c.  Veterans Integrated Service Network (VISN) Director and Chief Program Officers.,12.0,True,85.4996337890625,477.8860778808594,#000000,False,mixed,83,True,TimesNewRomanPSMT,0.09090909090909091
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,The VISN Directors and Chief Program Officers are responsible for:,12.0,False,71.999755859375,491.6878967285156,#000000,False,mixed,66,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"(1)  Ensuring compliance within their respective programs with all Federal laws, regulations,",12.0,False,85.5022201538086,519.2877807617188,#000000,False,mixed,93,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"VA regulation and policies, and VHA policies relating to privacy;",12.0,False,71.99980163574219,533.087646484375,#000000,False,mixed,65,True,TimesNewRomanPSMT,0.3
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(2)  Ensuring that all personnel within their respective programs attend annual privacy,12.0,False,85.49981689453125,560.6875610351562,#000000,False,mixed,87,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,training in accordance with applicable requirements and VHA privacy policy;,12.0,False,71.99983215332031,574.4874267578125,#000000,False,mixed,75,True,TimesNewRomanPSMT,0.3
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(3)  Ensuring that all personnel within their respective programs attend privacy training,12.0,False,85.49981689453125,602.0873413085938,#000000,False,mixed,89,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,"before they are granted access to any individually–identifiable information, and that personnel",12.0,False,71.99981689453125,615.88720703125,#000000,False,mixed,95,True,TimesNewRomanPSMT,0.5384615384615384
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,receive the follow-up privacy training periodically;,12.0,False,71.99981689453125,629.6871337890625,#000000,False,mixed,52,True,TimesNewRomanPSMT,0.2857142857142857
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(4)  Implementing the requirements of the VHA Privacy Program; and,12.0,False,85.49981689453125,657.2870483398438,#000000,False,mixed,66,True,TimesNewRomanPSMT,0.4
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,(5)  Designating an individual to provide guidance and oversight to ensure compliance with,12.0,False,85.4974136352539,684.8869018554688,#000000,False,mixed,90,True,TimesNewRomanPSMT,0.38461538461538464
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,2,privacy regulations for their respective programs.,12.0,False,71.99981689453125,698.686767578125,#000000,False,mixed,50,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,"March 17, 2005",12.0,True,72.0,36.46803283691406,#000000,False,sentence,14,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,VHA DIRECTIVE 1605,12.0,True,415.32757568359375,36.46803283691406,#000000,False,mixed,18,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,3,12.0,True,534.0,742.6679077148438,#000000,False,mixed,1,True,TimesNewRomanPS-BoldMT,0.0
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,d.  Medical Center Director.  The Medical Center Director is responsible for:,12.0,True,90.0,77.74787902832031,#000000,False,mixed,77,True,TimesNewRomanPSMT,0.36363636363636365
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,(1)  Ensuring there is a Privacy Officer at the facility; and,12.0,False,90.0048599243164,105.34785461425781,#000000,False,mixed,61,True,TimesNewRomanPSMT,0.5454545454545454
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,(2)  Ensuring facility policies and procedures consistent with polices contained in this,12.0,False,85.50005340576172,132.9477081298828,#000000,False,mixed,88,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,Directive are established and distributed to all employees.,12.0,False,72.00006103515625,146.74757385253906,#000000,False,sentence,59,True,TimesNewRomanPSMT,0.5
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,e.  Privacy Officer. The Privacy Officer is assigned responsibility for:,12.0,True,85.50005340576172,174.3474884033203,#000000,False,mixed,72,True,TimesNewRomanPSMT,0.3
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,(1)  Developing facility privacy policies consistent with national privacy policies and,12.0,False,85.50007629394531,201.94789123535156,#000000,False,mixed,87,True,TimesNewRomanPSMT,0.18181818181818182
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,monitoring compliance with such privacy policies;,12.0,False,72.00009155273438,215.7477569580078,#000000,False,mixed,49,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,(2)  Reviewing or auditing all programs at the facility on a periodic basis to determine which,12.0,False,85.50007629394531,243.34767150878906,#000000,False,mixed,94,True,TimesNewRomanPSMT,0.5
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,"programs collect, maintain, and store individually-identifiable information in order to ensure",12.0,False,72.00006103515625,257.1475524902344,#000000,False,mixed,94,True,TimesNewRomanPSMT,0.25
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,compliance with facility privacy policies;,12.0,False,72.00004577636719,270.9474182128906,#000000,False,mixed,42,True,TimesNewRomanPSMT,0.2
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,"(3)  Reporting, in a timely manner, all actual or suspected breaches of privacy of all",12.0,False,85.50007629394531,298.5473937988281,#000000,False,mixed,86,True,TimesNewRomanPSMT,0.4666666666666667
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,individually-identifiable information to the tracking service designated by the VA Privacy,12.0,False,72.00007629394531,312.3472595214844,#000000,False,mixed,90,True,TimesNewRomanPSMT,0.3333333333333333
CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,3,Service; and,12.0,False,72.00007629394531,326.1471252441406,#000000,False,sentence,12,True,TimesNewRomanPSMT,0.5
