file,page,text,font_size,is_bold,x0,y0,color,is_italic,casing,text_length,is_underline,font_family,stopword_ratio,label
file 10.pdf,0,Jun Jul Aug Sep Oct Nov Dec,7.357936382293701,True,160.5959014892578,356.87152099609375,#000000,False,capitalized,27,False,"Arial,Bold",0.0,body
file 10.pdf,0,Month,6.309299468994141,True,160.630859375,368.1559143066406,#000000,False,capitalized,5,False,"Arial,Bold",0.0,body
file 10.pdf,0,"Chicks Placed In Arkansas, 2015-2016",8.415311813354492,True,100.14642333984375,219.72483825683594,#000000,False,mixed,36,False,"Arial,Bold",0.16666666666666666,body
file 10.pdf,0,2015,4.9985032081604,True,161.5853271484375,234.4537353515625,#000000,False,mixed,4,False,"Arial,Bold",0.0,body
file 10.pdf,0,2016,4.9985032081604,True,183.660400390625,234.4537353515625,#000000,False,mixed,4,False,"Arial,Bold",0.0,body
file 10.pdf,0,Million Chicks,7.087038516998291,True,54.355194091796875,269.3965759277344,#000000,False,capitalized,14,False,"Arial,Bold",0.0,body
file 10.pdf,0,18,7.095776557922363,True,337.50836181640625,352.6966552734375,#000000,False,mixed,2,False,"Arial,Bold",0.0,body
file 10.pdf,0,19,7.104516506195068,True,337.50836181640625,330.81927490234375,#000000,False,mixed,2,False,"Arial,Bold",0.0,body
file 10.pdf,0,20,7.095776557922363,True,337.50836181640625,308.9678039550781,#000000,False,mixed,2,False,"Arial,Bold",0.0,body
file 10.pdf,0,21,7.104516506195068,True,337.50836181640625,287.0935363769531,#000000,False,mixed,2,False,"Arial,Bold",0.0,body
file 10.pdf,0,22,7.104516506195068,True,337.50836181640625,265.22369384765625,#000000,False,mixed,2,False,"Arial,Bold",0.0,body
file 10.pdf,0,23,7.095776557922363,True,337.50836181640625,243.37222290039062,#000000,False,mixed,2,False,"Arial,Bold",0.0,body
file 10.pdf,0,Jan Feb Mar,7.095776557922363,True,345.2961730957031,359.09197998046875,#000000,False,capitalized,11,False,"Arial,Bold",0.0,body
file 10.pdf,0,Apr May,7.095776557922363,True,396.0873718261719,359.09197998046875,#000000,False,capitalized,7,False,"Arial,Bold",0.0,body
file 10.pdf,0,Jun Jul Aug,7.095776557922363,True,431.04949951171875,359.09197998046875,#000000,False,capitalized,11,False,"Arial,Bold",0.0,body
file 10.pdf,0,Sep Oct Nov,7.095776557922363,True,481.6396484375,359.09197998046875,#000000,False,capitalized,11,False,"Arial,Bold",0.0,body
file 10.pdf,0,Dec,7.095776557922363,True,532.4290771484375,359.09197998046875,#000000,False,capitalized,3,False,"Arial,Bold",0.0,body
file 10.pdf,0,Month,6.309299468994141,True,430.1754455566406,369.3616027832031,#000000,False,capitalized,5,False,"Arial,Bold",0.0,body
file 10.pdf,0,"Eggs Set In Arkansas, 2015-2016",8.415311813354492,True,375.7848815917969,221.0633087158203,#000000,False,mixed,31,False,"Arial,Bold",0.16666666666666666,body
file 10.pdf,0,2015,4.989764213562012,True,430.02508544921875,234.0877227783203,#000000,False,mixed,4,False,"Arial,Bold",0.0,body
file 10.pdf,0,2016,4.989764213562012,True,452.10369873046875,234.0877227783203,#000000,False,mixed,4,False,"Arial,Bold",0.0,body
file 10.pdf,0,Million Eggs,7.095776557922363,True,324.8795166015625,272.5672912597656,#000000,False,capitalized,12,False,"Arial,Bold",0.0,body
file 10.pdf,0,30-Jan,9.066394805908203,True,306.37762451171875,425.319091796875,#000000,False,mixed,6,False,"Arial Narrow,Bold",0.0,body
file 10.pdf,0,30-Jan,9.066394805908203,True,501.2011413574219,425.319091796875,#000000,False,mixed,6,False,"Arial Narrow,Bold",0.0,body
file 10.pdf,0,Alabama,9.066394805908203,False,80.42477416992188,451.83966064453125,#000000,False,capitalized,7,False,Arial Narrow,0.0,body
file 10.pdf,0,"29,249",9.066394805908203,False,154.49783325195312,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"29,562",9.066394805908203,False,192.47708129882812,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"29,902",9.066394805908203,False,230.43565368652344,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"29,261",9.066394805908203,False,269.0406494140625,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"29,669",9.066394805908203,False,307.62078857421875,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,587",9.066394805908203,False,349.94708251953125,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"22,653",9.066394805908203,False,387.92218017578125,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"22,745",9.066394805908203,False,425.2674255371094,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"22,369",9.066394805908203,False,463.8641662597656,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,707",9.066394805908203,False,505.5688171386719,451.83966064453125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,Arkansas,9.066394805908203,False,80.42477416992188,465.0947265625,#000000,False,capitalized,8,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,735",9.066394805908203,False,154.49783325195312,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,680",9.066394805908203,False,192.47708129882812,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,764",9.066394805908203,False,230.43565368652344,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,764",9.066394805908203,False,269.0406494140625,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,753",9.066394805908203,False,307.62078857421875,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"19,067",9.066394805908203,False,349.94708251953125,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"18,792",9.066394805908203,False,387.92218017578125,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,043",9.066394805908203,False,425.2674255371094,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"20,540",9.066394805908203,False,463.8641662597656,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"19,567",9.066394805908203,False,505.5688171386719,465.0947265625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,Delaware,9.066394805908203,False,80.42477416992188,478.3601989746094,#000000,False,capitalized,8,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,888",9.066394805908203,False,158.2273712158203,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,856",9.066394805908203,False,196.20663452148438,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,876",9.066394805908203,False,234.16519165039062,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,853",9.066394805908203,False,272.77020263671875,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,822",9.066394805908203,False,311.366943359375,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,137",9.066394805908203,False,353.6766357421875,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,077",9.066394805908203,False,391.6517333984375,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,593",9.066394805908203,False,428.9969787597656,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,920",9.066394805908203,False,467.5937194824219,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,730",9.066394805908203,False,509.2983703613281,478.3601989746094,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,Florida,9.066394805908203,False,80.42477416992188,491.64642333984375,#000000,False,capitalized,7,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,225",9.066394805908203,False,158.2273712158203,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,224",9.066394805908203,False,196.20663452148438,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,225",9.066394805908203,False,234.16519165039062,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,224",9.066394805908203,False,272.77020263671875,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,175",9.066394805908203,False,311.366943359375,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,311",9.066394805908203,False,353.6766357421875,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,320",9.066394805908203,False,391.6517333984375,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,072",9.066394805908203,False,428.9969787597656,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,098",9.066394805908203,False,467.5937194824219,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"1,283",9.066394805908203,False,509.2983703613281,491.64642333984375,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,Georgia,9.066394805908203,False,80.42477416992188,504.9014892578125,#000000,False,capitalized,7,False,Arial Narrow,0.0,body
file 10.pdf,0,"33,441",9.066394805908203,False,154.49783325195312,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"34,019",9.066394805908203,False,192.47708129882812,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"33,273",9.066394805908203,False,230.43565368652344,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"34,409",9.066394805908203,False,269.0406494140625,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"34,811",9.066394805908203,False,307.62078857421875,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"27,462",9.066394805908203,False,349.94708251953125,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"26,306",9.066394805908203,False,387.92218017578125,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"27,244",9.066394805908203,False,425.2674255371094,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"25,339",9.066394805908203,False,463.8641662597656,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"27,577",9.066394805908203,False,505.5688171386719,504.9014892578125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,Kentucky,9.066394805908203,False,80.42477416992188,518.1669921875,#000000,False,capitalized,8,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,801",9.066394805908203,False,158.2273712158203,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,496",9.066394805908203,False,196.20663452148438,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,828",9.066394805908203,False,234.16519165039062,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,967",9.066394805908203,False,272.77020263671875,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,934",9.066394805908203,False,311.366943359375,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,119",9.066394805908203,False,353.6766357421875,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,051",9.066394805908203,False,391.6517333984375,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,731",9.066394805908203,False,428.9969787597656,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,295",9.066394805908203,False,467.5937194824219,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,068",9.066394805908203,False,509.2983703613281,518.1669921875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,Louisiana,9.066394805908203,False,80.42477416992188,531.4220581054688,#000000,False,capitalized,9,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,419",9.066394805908203,False,158.2273712158203,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,455",9.066394805908203,False,196.20663452148438,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,500",9.066394805908203,False,234.16519165039062,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,470",9.066394805908203,False,272.77020263671875,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,726",9.066394805908203,False,311.366943359375,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,291",9.066394805908203,False,353.6766357421875,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,164",9.066394805908203,False,391.6517333984375,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,042",9.066394805908203,False,428.9969787597656,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"2,994",9.066394805908203,False,467.5937194824219,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"2,997",9.066394805908203,False,509.2983703613281,531.4220581054688,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,Maryland,9.066394805908203,False,80.42477416992188,544.6875,#000000,False,capitalized,8,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,777",9.066394805908203,False,158.2273712158203,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"8,118",9.066394805908203,False,196.20663452148438,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"8,113",9.066394805908203,False,234.16519165039062,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,796",9.066394805908203,False,272.77020263671875,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,333",9.066394805908203,False,311.366943359375,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,746",9.066394805908203,False,353.6766357421875,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,206",9.066394805908203,False,391.6517333984375,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,770",9.066394805908203,False,428.9969787597656,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,740",9.066394805908203,False,467.5937194824219,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,440",9.066394805908203,False,509.2983703613281,544.6875,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,Mississippi,9.066394805908203,False,80.42477416992188,557.942626953125,#000000,False,capitalized,11,False,Arial Narrow,0.0,body
file 10.pdf,0,"16,942",9.066394805908203,False,154.49783325195312,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"17,798",9.066394805908203,False,192.47708129882812,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"17,692",9.066394805908203,False,230.43565368652344,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"18,125",9.066394805908203,False,269.0406494140625,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"18,051",9.066394805908203,False,307.62078857421875,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"15,215",9.066394805908203,False,349.94708251953125,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"15,560",9.066394805908203,False,387.92218017578125,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"14,900",9.066394805908203,False,425.2674255371094,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"14,400",9.066394805908203,False,463.8641662597656,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"15,142",9.066394805908203,False,505.5688171386719,557.942626953125,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,Missouri,9.066394805908203,False,80.42477416992188,571.2080688476562,#000000,False,capitalized,8,False,Arial Narrow,0.0,body
file 10.pdf,0,"8,062",9.066394805908203,False,158.2273712158203,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,964",9.066394805908203,False,196.20663452148438,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"8,071",9.066394805908203,False,234.16519165039062,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,877",9.066394805908203,False,272.77020263671875,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"8,071",9.066394805908203,False,311.366943359375,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,657",9.066394805908203,False,353.6766357421875,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,059",9.066394805908203,False,391.6517333984375,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,111",9.066394805908203,False,428.9969787597656,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,126",9.066394805908203,False,467.5937194824219,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,675",9.066394805908203,False,509.2983703613281,571.2080688476562,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,N. Carolina,9.066394805908203,False,80.42477416992188,584.463134765625,#000000,False,capitalized,11,False,Arial Narrow,0.0,body
file 10.pdf,0,"20,890",9.066394805908203,False,154.49783325195312,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"20,731",9.066394805908203,False,192.47708129882812,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"20,915",9.066394805908203,False,230.43565368652344,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,421",9.066394805908203,False,269.0406494140625,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"21,101",9.066394805908203,False,307.62078857421875,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"16,818",9.066394805908203,False,349.94708251953125,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"16,455",9.066394805908203,False,387.92218017578125,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"16,487",9.066394805908203,False,425.2674255371094,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"16,134",9.066394805908203,False,463.8641662597656,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"16,008",9.066394805908203,False,505.5688171386719,584.463134765625,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,Oklahoma,9.066394805908203,False,80.42477416992188,597.7286376953125,#000000,False,capitalized,8,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,752",9.066394805908203,False,158.2273712158203,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,689",9.066394805908203,False,196.20663452148438,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,962",9.066394805908203,False,234.16519165039062,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"6,738",9.066394805908203,False,272.77020263671875,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"7,036",9.066394805908203,False,311.366943359375,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,014",9.066394805908203,False,353.6766357421875,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,218",9.066394805908203,False,391.6517333984375,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,342",9.066394805908203,False,428.9969787597656,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,856",9.066394805908203,False,467.5937194824219,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,912",9.066394805908203,False,509.2983703613281,597.7286376953125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,Pennsylvania,9.066394805908203,False,80.42477416992188,610.9837036132812,#000000,False,capitalized,12,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,848",9.066394805908203,False,158.2273712158203,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,586",9.066394805908203,False,196.20663452148438,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,632",9.066394805908203,False,234.16519165039062,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,299",9.066394805908203,False,272.77020263671875,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,325",9.066394805908203,False,311.366943359375,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,018",9.066394805908203,False,353.6766357421875,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,959",9.066394805908203,False,391.6517333984375,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,754",9.066394805908203,False,428.9969787597656,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,882",9.066394805908203,False,467.5937194824219,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"3,736",9.066394805908203,False,509.2983703613281,610.9837036132812,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,S. Carolina,9.066394805908203,False,80.42477416992188,624.2491455078125,#000000,False,capitalized,11,False,Arial Narrow,0.5,body
file 10.pdf,0,"5,701",9.066394805908203,False,158.2273712158203,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,760",9.066394805908203,False,196.20663452148438,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,627",9.066394805908203,False,234.16519165039062,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,612",9.066394805908203,False,272.77020263671875,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,614",9.066394805908203,False,311.366943359375,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,580",9.066394805908203,False,353.6766357421875,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,723",9.066394805908203,False,391.6517333984375,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"4,812",9.066394805908203,False,428.9969787597656,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,647",9.066394805908203,False,467.5937194824219,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"5,100",9.066394805908203,False,509.2983703613281,624.2491455078125,#000000,False,mixed,5,False,Arial Narrow,0.0,body
file 10.pdf,0,Texas,9.066394805908203,False,80.42477416992188,637.5042724609375,#000000,False,capitalized,5,False,Arial Narrow,0.0,body
file 10.pdf,0,"14,522",9.066394805908203,False,154.49783325195312,637.5042724609375,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"14,557",9.066394805908203,False,192.47708129882812,637.5042724609375,#000000,False,mixed,6,False,Arial Narrow,0.0,body
file 10.pdf,0,"15,237",9.066394805908203,False,230.43565368652344,637.5042724609375,#000000,False,mixed,6,False,Arial Narrow,0.0,body
